number_of_elements,capacity,max_weight,min_weight,mean_weight,median_weight,std_weight,weight_range,max_profit,min_profit,mean_profit,median_profit,std_profit,profit_range,renting_ratio,mean_weight_profit_ratio,median_weight_profit_ratio,capacity_mean_weight_ratio,capacity_median_weight_ratio,capacity_std_weight_ratio,std_weight_profit_ratio,weight_profit_correlation,total_profit,solution_time,ram,cpu_cores,peak_memory,gurobi,optimality_gap,solution_time_bin,peak_memory_bin,optimality_gap_bin
555,58712350.4,99992600.0,335896.0,51813478.79,52986200.0,29572328.17,99656704.0,99797200.0,135231.0,48593580.93,47850700.0,28120163.62,99661969.0,0.002177,1.066262,1.107323,1.133148,1.108069,1.985381,1.051641,-0.018924,96832.99653,0.000124,16,8,4096,292253.0,66.86672282919251,1,0,3
346,86058355.2,99919800.0,492322.0,51077524.15,51062550.0,29758709.99,99427478.0,99758100.0,194737.0,50759083.82,51805700.0,28495423.05,99563363.0,0.0049,1.006274,0.985655,1.684858,1.685352,2.891871,1.044333,0.073285,228396.5795,7.2e-05,16,8,4096,476949.0,52.11299751126431,0,0,2
933,72565856.2,99698000.0,17147.7,49392223.91,48046900.0,28950356.53,99680852.3,99403200.0,97496.8,49129785.11,48145400.0,29068559.48,99305703.2,0.001583,1.005342,0.997954,1.469176,1.510313,2.506562,0.995934,-0.028215,129767.0001,0.000222,16,8,4096,159480.0,18.631176260346123,3,0,0
85,5045562.0,99068400.0,343382.0,43791819.95,37598500.0,27851482.37,98725018.0,99751700.0,443862.0,51576309.72,54284500.0,31550637.33,99307838.0,0.001151,0.849069,0.692619,0.115217,0.134196,0.18116,0.882755,0.201285,31747.87557,1.8e-05,16,8,4096,443862.0,92.84735445476298,0,0,4
159,72802.3,9939.1,6.4,5042.547799,4799.9,2843.514029,9932.7,9990.3,74.6,5148.976101,5625.0,2914.457947,9915.7,0.088926,0.97933,0.853316,14.437602,15.167462,25.602933,0.975658,0.02874,6091.983391,3.2e-05,16,8,4096,6247.1,2.48301786428904,0,0,0
839,49257.8,9987.0,10.3,4938.391299,4975.3,2958.827046,9976.7,9989.0,49.7,5015.866627,5019.6,2894.929989,9939.3,0.011705,0.984554,0.991175,9.974463,9.900468,16.647746,1.022072,0.024966,741.989253,0.000191,16,8,4096,770.9,3.7502590478661326,2,0,0
408,81761.9,9973.3,7.4,5080.684314,5156.5,3017.366074,9965.9,10000.0,8.8,5113.356127,5379.8,2913.414887,9991.2,0.039191,0.99361,0.958493,16.092694,15.856085,27.09711,1.03568,-0.018822,2036.442074,8.9e-05,16,8,4096,2074.5,1.8345589780670013,1,0,0
1152,63776050.6,99747400.0,54922.7,50156303.74,49569650.0,29261072.76,99692477.3,99979300.0,114496.0,51508593.15,52438850.0,29172846.85,99864804.0,0.001075,0.973746,0.945285,1.271546,1.286595,2.179553,1.003024,0.002205,83322.80904,0.000271,16,8,4096,114496.0,27.22644543040805,3,0,1
400,106688208.9,60633300.0,1.87024,15457021.73,6976255.0,17281055.51,60633298.13,62229900.0,1.09519,15520546.97,7169670.0,17395456.28,62229898.9,0.017185,0.995907,0.973023,6.902249,15.293049,6.173709,0.993424,0.979165,73177844.95,8.8e-05,16,8,4096,73932690.0,1.0209895649678065,1,0,0
1469,7483330.3,99816600.0,115350.0,49498642.13,48944200.0,28315231.74,99701250.0,99958300.0,81.9,50268246.87,49986300.0,28834105.54,99958218.1,0.000101,0.98469,0.979152,0.151183,0.152895,0.264286,0.982005,-0.004349,42.937743,0.000351,16,8,4096,81.9,47.572963369963375,4,0,2
400,798023.2342,608024.0,23.8049,175279.6214,117474.5,174483.8927,608000.1951,600472.0,3.85133,175383.7028,116678.0,175069.1908,600468.1487,0.011375,0.999407,1.006826,4.552858,6.793161,4.573621,0.996657,0.978803,515509.1293,8.5e-05,16,8,4096,522011.7487,1.2456844920050023,1,0,0
1039,52026586.9,99967200.0,184835.0,50651481.87,51228200.0,28210967.08,99782365.0,99989700.0,89042.2,49545373.65,49620800.0,29042953.22,99900657.8,0.001011,1.022325,1.032394,1.027148,1.015585,1.844197,0.971353,-0.004078,57148.09525,0.000251,16,8,4096,89042.2,35.81908887022108,3,0,1
506,94101822.9,99943700.0,265892.0,51414730.74,52992450.0,28853446.7,99677808.0,99933100.0,71898.5,51215071.9,52310350.0,28944285.26,99861201.5,0.003631,1.003898,1.013039,1.83025,1.775759,3.261372,0.996862,0.026911,646364.373,0.000109,16,8,4096,679323.5,4.85175722612275,1,0,0
122,22396655.1,99824900.0,1570440.0,49170202.46,48266350.0,28373341.13,98254460.0,99959600.0,678324.0,48911852.7,46262600.0,30715044.75,99281276.0,0.003753,1.005282,1.043313,0.455492,0.464022,0.789356,0.92376,0.00579,183184.3031,2.5e-05,16,8,4096,678324.0,72.99457145847707,0,0,3
1000,10208196781.0,6442750000.0,5.02691,1095837920.0,315142000.0,1569404244.0,6442749995.0,6343050000.0,13.6392,1084509203.0,311160500.0,1545769504.0,6343049986.0,0.009413,1.010446,1.012796,9.315426,32.392372,6.504504,1.01529,0.984997,7323825616.0,0.000237,16,8,4096,7339357800.0,0.2116286523052466,3,0,0
827,35656562.1,99986900.0,6511.6,50951821.52,52036000.0,28658413.55,99980388.4,99995500.0,7015.8,50332769.48,51735300.0,29116145.29,99988484.2,0.000857,1.012299,1.005812,0.699809,0.685229,1.244192,0.984279,-0.009988,9295.561786,0.000188,16,8,4096,36356.6,74.43225773037084,2,0,3
1000,8878408841.0,6405014661.0,0.930917,4022211022.0,4879864268.0,2059015179.0,6405014660.0,6606771675.0,0.847998,3998938505.0,4818576091.0,2050718163.0,6606771674.0,0.00222,1.00582,1.012719,2.207345,1.819397,4.311969,1.004046,0.953039,5535001987.0,0.000225,256,8,4096,6900695560.0,19.79066546445356,3,0,0
1000,98147125.94,65263248.37,0.841968,35930866.54,48302835.85,23917415.88,65263247.53,68968550.21,1.016458,35628800.64,47853455.16,23723664.2,68968549.19,0.002755,1.008478,1.009391,2.731555,2.031912,4.103584,1.008167,0.967778,65872050.72,0.000231,256,8,4096,72362728.45,8.969642064401738,3,0,0
1200,926300.2494,766259.8484,0.900007,420322.6712,566077.5253,279740.5811,766258.9484,779599.9546,0.949137,420409.098,565201.7724,279847.657,779599.0055,0.001836,0.999794,1.001549,2.203784,1.636349,3.311283,0.999617,0.965849,578679.4156,0.000289,256,8,4096,804838.1379,28.099901290723867,3,0,1
800,919192.538,680370.6938,1.905513,400962.1288,484115.0202,205374.5734,680368.7883,651715.5567,2.127751,399399.9497,483070.5603,204592.2192,651713.429,0.002877,1.003911,1.002162,2.292467,1.898707,4.475688,1.003824,0.952654,582498.0261,0.00018,256,8,4096,727225.8838,19.901362276016386,2,0,0
800,1069510.566,635936.0724,1.187448,96368.24025,24671.99617,149287.1867,635934.8849,605313.0382,4.613203,96844.83259,24801.0379,149419.9736,605308.425,0.013804,0.995079,0.994797,11.098164,43.34917,7.164115,0.999111,0.984823,735067.5772,0.000185,256,8,4096,738442.0712,0.4569747758976205,2,0,0
800,9549285723.0,6486847620.0,0.81481,3563138988.0,4817210562.0,2371301336.0,6486847619.0,6548371798.0,4.185793,3555488883.0,4788936654.0,2366392463.0,6548371794.0,0.003357,1.002152,1.005904,2.680021,1.982327,4.027023,1.002074,0.965966,6673514682.0,0.00018,256,8,4096,7212175422.0,7.468769247581954,2,0,0
400,8143232367.0,6390978610.0,1.040012,880292969.7,162927795.5,1480380210.0,6390978609.0,5885102150.0,1.040605,892521604.3,160073228.0,1510492756.0,5885102149.0,0.02281,0.986299,1.017833,9.250593,49.980621,5.500771,0.980064,0.983435,6131230451.0,8.6e-05,256,8,4096,6155640245.0,0.3965435442694556,1,0,0
800,7688517232.0,6460014105.0,1.939592,780429775.7,81452885.66,1443706446.0,6460014103.0,5726778188.0,0.931864,762081922.8,78951897.98,1387086306.0,5726778187.0,0.012611,1.024076,1.031677,9.851645,94.392202,5.325541,1.040819,0.986412,5293196046.0,0.00018,256,8,4096,5324699458.0,0.5916467633242334,2,0,0
1000,1127505.367,632255.8971,1.053821,69873.17154,5413.587714,136305.6054,632254.8433,611498.1697,0.842297,69405.19515,5363.51081,134409.7168,611497.3274,0.016245,1.006743,1.009337,16.136456,208.273224,8.271893,1.014105,0.984358,683902.5035,0.000229,256,8,4096,687616.0639,0.5400630664352865,3,0,0
600,7630188611.0,7237666328.0,2.054782,2653896987.0,2058855358.0,1881009065.0,7237666326.0,7655858641.0,9.616808,2638760112.0,2028725940.0,1876381616.0,7655858631.0,0.004819,1.005736,1.014851,2.875088,3.706034,4.056434,1.002466,0.969965,5282830156.0,0.000137,256,8,4096,5350511794.0,1.2649563369974697,1,0,0
600,110666120.1,66910786.89,2.178338,45036259.71,49236718.28,15719285.22,66910784.71,62818803.03,1.734803,45144621.67,49714195.85,15754665.63,62818801.29,0.004086,0.9976,0.990396,2.457267,2.247634,7.04015,0.997754,0.91321,75919181.1,0.000131,256,8,4096,77754617.42,2.360549612231643,1,0,0
1000,8828727726.0,6060188513.0,1.698076,594586761.8,21141226.69,1251005934.0,6060188511.0,6691593392.0,0.814634,610225238.8,20931424.11,1298118706.0,6691593391.0,0.014468,0.974373,1.010023,14.84851,417.607164,7.057303,0.963707,0.987382,6475637528.0,0.000232,256,8,4096,6508067440.0,0.4983032566730747,3,0,0
1200,10111467141.0,7203704028.0,0.851455,1392952136.0,1062582146.0,1439645006.0,7203704027.0,7723335388.0,2.026402,1402037045.0,1067309974.0,1475401579.0,7723335386.0,0.00601,0.99352,0.99557,7.25902,9.515939,7.023584,0.975765,0.97873,6599724513.0,0.00028,256,8,4096,6791629535.0,2.825610864241581,3,0,0
400,900232.6297,636977.3847,1.838754,77481.07065,7970.463517,142819.88,636975.546,612927.4451,1.959149,77025.46044,7901.489341,141778.5524,612925.4859,0.029219,1.005915,1.008729,11.618743,112.946082,6.303273,1.007345,0.986655,674532.6076,8.5e-05,256,8,4096,675575.826,0.1544191428779768,1,0,0
1000,102114021.6,60989568.02,1.893109,6955820.634,423633.9916,13686468.62,60989566.13,60951032.52,1.004315,6962752.662,407347.6015,13718518.69,60951031.52,0.014666,0.999004,1.039982,14.68037,241.043032,7.460947,0.997664,0.986834,68897963.84,0.00023,256,8,4096,68945477.7,0.0689151218978346,3,0,0
600,9373277388.0,7659952513.0,2.307593,4777297689.0,5777293481.0,2446057352.0,7659952511.0,7762149308.0,1.03622,4786884136.0,5786864496.0,2456244935.0,7762149307.0,0.003264,0.997997,0.998346,1.962046,1.622434,3.831994,0.995852,0.947499,6220721439.0,0.000132,256,8,4096,8712012907.0,28.596048864875723,1,0,1
400,104827964.7,61405570.25,4.385285,15538587.25,6880279.498,17404389.64,61405565.86,63634143.22,11.152158,15477567.16,7173840.023,17403734.92,63634132.07,0.016932,1.003942,0.959079,6.7463,15.236004,6.023076,1.000038,0.979264,73535485.43,8.4e-05,256,8,4096,74297246.64,1.0252886135754564,1,0,0
1200,1020538.276,720115.0882,0.904162,234739.7496,177907.0621,194254.0866,720114.1841,795087.6359,1.051558,235988.3594,180810.1097,196750.0329,795086.5844,0.003604,0.994709,0.983944,4.347531,5.736356,5.253626,0.987314,0.975043,587544.6312,0.000275,256,8,4096,597649.5497,1.6907765604562672,3,0,0
170,191.6,9854.6,56.3,4666.714706,4326.25,2996.651754,9798.3,9962.4,40.8,4663.447647,4331.55,2917.867147,9921.6,0.000242,1.000701,0.998776,0.041057,0.044288,0.063938,1.027001,0.083639,0.856594,3.5e-05,256,8,4096,40.8,97.9005049019608,0,0,4
11,32491994.8,99001900.0,24913700.0,71617854.55,76340600.0,24189038.45,74088200.0,99401100.0,2913020.0,56203630.0,70548800.0,36749326.9,96488080.0,0.052556,1.274257,1.082096,0.453686,0.425619,1.343253,0.658217,-0.412602,1002981.193,4e-06,256,8,4096,2913020.0,65.56902482646875,0,0,3
1000,112697946.9,64058600.0,1.76459,6963128.927,532569.5,13560550.55,64058598.24,63684600.0,1.06106,6988851.477,523301.5,13571965.34,63684598.94,0.016125,0.996319,1.017711,16.184958,211.611718,8.310721,0.999159,0.989612,80191479.33,0.000227,256,8,4096,80266135.87,0.0930112546104389,3,0,0
1248,69910.6,9997.8,4.1,4950.323397,4867.05,2920.948079,9993.7,9969.8,5.8,5055.281971,5088.55,2893.969394,9964.0,0.011081,0.979238,0.956471,14.122431,14.36406,23.934215,1.009322,0.002397,558.096716,0.000292,256,8,4096,578.2,3.476873746108618,4,0,0
798,38261716.3,99901300.0,133847.0,50488853.4,52361000.0,28740923.75,99767453.0,99980200.0,146628.0,49797138.55,49653650.0,29664626.67,99833572.0,0.000963,1.013891,1.054525,0.757825,0.730729,1.331263,0.968862,-0.070856,120009.819,0.000182,256,8,4096,458393.0,73.81944772280553,2,0,3
532,65150.2,9989.1,11.6,5159.351504,5217.0,2913.287315,9977.5,9994.4,62.8,5030.353759,5083.25,2828.120446,9931.6,0.024345,1.025644,1.026312,12.627595,12.488058,22.363122,1.030114,-0.042834,1951.324146,0.000115,256,8,4096,1986.0,1.7460148036253815,1,0,0
555,58712350.4,99992600.0,335896.0,51813478.79,52986200.0,29572328.17,99656704.0,99797200.0,135231.0,48593580.93,47850700.0,28120163.62,99661969.0,0.002177,1.066262,1.107323,1.133148,1.108069,1.985381,1.051641,-0.018924,96832.99653,0.00012,256,8,4096,292253.0,66.86672282919251,1,0,3
346,86058355.2,99919800.0,492322.0,51077524.15,51062550.0,29758709.99,99427478.0,99758100.0,194737.0,50759083.82,51805700.0,28495423.05,99563363.0,0.0049,1.006274,0.985655,1.684858,1.685352,2.891871,1.044333,0.073285,228396.5795,7.1e-05,256,8,4096,476949.0,52.11299751126431,0,0,2
933,72565856.2,99698000.0,17147.7,49392223.91,48046900.0,28950356.53,99680852.3,99403200.0,97496.8,49129785.11,48145400.0,29068559.48,99305703.2,0.001583,1.005342,0.997954,1.469176,1.510313,2.506562,0.995934,-0.028215,129767.0001,0.000214,256,8,4096,159480.0,18.631176260346123,2,0,0
85,5045562.0,99068400.0,343382.0,43791819.95,37598500.0,27851482.37,98725018.0,99751700.0,443862.0,51576309.72,54284500.0,31550637.33,99307838.0,0.001151,0.849069,0.692619,0.115217,0.134196,0.18116,0.882755,0.201285,31747.87557,1.8e-05,256,8,4096,443862.0,92.84735445476298,0,0,4
159,72802.3,9939.1,6.4,5042.547799,4799.9,2843.514029,9932.7,9990.3,74.6,5148.976101,5625.0,2914.457947,9915.7,0.088926,0.97933,0.853316,14.437602,15.167462,25.602933,0.975658,0.02874,6091.983391,3.2e-05,256,8,4096,6247.1,2.48301786428904,0,0,0
839,49257.8,9987.0,10.3,4938.391299,4975.3,2958.827046,9976.7,9989.0,49.7,5015.866627,5019.6,2894.929989,9939.3,0.011705,0.984554,0.991175,9.974463,9.900468,16.647746,1.022072,0.024966,741.989253,0.00019,256,8,4096,770.9,3.7502590478661326,2,0,0
408,81761.9,9973.3,7.4,5080.684314,5156.5,3017.366074,9965.9,10000.0,8.8,5113.356127,5379.8,2913.414887,9991.2,0.039191,0.99361,0.958493,16.092694,15.856085,27.09711,1.03568,-0.018822,2036.442074,8.7e-05,256,8,4096,2074.5,1.8345589780670013,1,0,0
1152,63776050.6,99747400.0,54922.7,50156303.74,49569650.0,29261072.76,99692477.3,99979300.0,114496.0,51508593.15,52438850.0,29172846.85,99864804.0,0.001075,0.973746,0.945285,1.271546,1.286595,2.179553,1.003024,0.002205,83322.80904,0.000275,256,8,4096,114496.0,27.22644543040805,3,0,1
400,106688208.9,60633300.0,1.87024,15457021.73,6976255.0,17281055.51,60633298.13,62229900.0,1.09519,15520546.97,7169670.0,17395456.28,62229898.9,0.017185,0.995907,0.973023,6.902249,15.293049,6.173709,0.993424,0.979165,73177844.95,8.5e-05,256,8,4096,73932690.0,1.0209895649678065,1,0,0
1469,7483330.3,99816600.0,115350.0,49498642.13,48944200.0,28315231.74,99701250.0,99958300.0,81.9,50268246.87,49986300.0,28834105.54,99958218.1,0.000101,0.98469,0.979152,0.151183,0.152895,0.264286,0.982005,-0.004349,42.937743,0.000356,256,8,4096,81.9,47.572963369963375,4,0,2
400,798023.2342,608024.0,23.8049,175279.6214,117474.5,174483.8927,608000.1951,600472.0,3.85133,175383.7028,116678.0,175069.1908,600468.1487,0.011375,0.999407,1.006826,4.552858,6.793161,4.573621,0.996657,0.978803,515509.1293,8.4e-05,256,8,4096,522011.7487,1.2456844920050023,1,0,0
1039,52026586.9,99967200.0,184835.0,50651481.87,51228200.0,28210967.08,99782365.0,99989700.0,89042.2,49545373.65,49620800.0,29042953.22,99900657.8,0.001011,1.022325,1.032394,1.027148,1.015585,1.844197,0.971353,-0.004078,57148.09525,0.000252,256,8,4096,89042.2,35.81908887022108,3,0,1
506,94101822.9,99943700.0,265892.0,51414730.74,52992450.0,28853446.7,99677808.0,99933100.0,71898.5,51215071.9,52310350.0,28944285.26,99861201.5,0.003631,1.003898,1.013039,1.83025,1.775759,3.261372,0.996862,0.026911,646364.373,0.000108,256,8,4096,679323.5,4.85175722612275,1,0,0
122,22396655.1,99824900.0,1570440.0,49170202.46,48266350.0,28373341.13,98254460.0,99959600.0,678324.0,48911852.7,46262600.0,30715044.75,99281276.0,0.003753,1.005282,1.043313,0.455492,0.464022,0.789356,0.92376,0.00579,183184.3031,2.5e-05,256,8,4096,678324.0,72.99457145847707,0,0,3
1000,10208196781.0,6442750000.0,5.02691,1095837920.0,315142000.0,1569404244.0,6442749995.0,6343050000.0,13.6392,1084509203.0,311160500.0,1545769504.0,6343049986.0,0.009413,1.010446,1.012796,9.315426,32.392372,6.504504,1.01529,0.984997,7323825616.0,0.000232,256,8,4096,7339357800.0,0.2116286523052466,3,0,0
827,35656562.1,99986900.0,6511.6,50951821.52,52036000.0,28658413.55,99980388.4,99995500.0,7015.8,50332769.48,51735300.0,29116145.29,99988484.2,0.000857,1.012299,1.005812,0.699809,0.685229,1.244192,0.984279,-0.009988,9295.561786,0.000188,256,8,4096,36356.6,74.43225773037084,2,0,3
1000,8878408841.0,6405014661.0,0.930917,4022211022.0,4879864268.0,2059015179.0,6405014660.0,6606771675.0,0.847998,3998938505.0,4818576091.0,2050718163.0,6606771674.0,0.00222,1.00582,1.012719,2.207345,1.819397,4.311969,1.004046,0.953039,5535001987.0,0.000229,256,32,4096,6900695560.0,19.79066546445356,3,0,0
1000,98147125.94,65263248.37,0.841968,35930866.54,48302835.85,23917415.88,65263247.53,68968550.21,1.016458,35628800.64,47853455.16,23723664.2,68968549.19,0.002755,1.008478,1.009391,2.731555,2.031912,4.103584,1.008167,0.967778,65872050.72,0.000241,256,32,4096,72362728.45,8.969642064401738,3,0,0
1200,926300.2494,766259.8484,0.900007,420322.6712,566077.5253,279740.5811,766258.9484,779599.9546,0.949137,420409.098,565201.7724,279847.657,779599.0055,0.001836,0.999794,1.001549,2.203784,1.636349,3.311283,0.999617,0.965849,578679.4156,0.000286,256,32,4096,804838.1379,28.099901290723867,3,0,1
800,919192.538,680370.6938,1.905513,400962.1288,484115.0202,205374.5734,680368.7883,651715.5567,2.127751,399399.9497,483070.5603,204592.2192,651713.429,0.002877,1.003911,1.002162,2.292467,1.898707,4.475688,1.003824,0.952654,582498.0261,0.000184,256,32,4096,727225.8838,19.901362276016386,2,0,0
800,1069510.566,635936.0724,1.187448,96368.24025,24671.99617,149287.1867,635934.8849,605313.0382,4.613203,96844.83259,24801.0379,149419.9736,605308.425,0.013804,0.995079,0.994797,11.098164,43.34917,7.164115,0.999111,0.984823,735067.5772,0.000183,256,32,4096,738442.0712,0.4569747758976205,2,0,0
800,9549285723.0,6486847620.0,0.81481,3563138988.0,4817210562.0,2371301336.0,6486847619.0,6548371798.0,4.185793,3555488883.0,4788936654.0,2366392463.0,6548371794.0,0.003357,1.002152,1.005904,2.680021,1.982327,4.027023,1.002074,0.965966,6673514682.0,0.000179,256,32,4096,7212175422.0,7.468769247581954,2,0,0
400,8143232367.0,6390978610.0,1.040012,880292969.7,162927795.5,1480380210.0,6390978609.0,5885102150.0,1.040605,892521604.3,160073228.0,1510492756.0,5885102149.0,0.02281,0.986299,1.017833,9.250593,49.980621,5.500771,0.980064,0.983435,6131230451.0,8.7e-05,256,32,4096,6155640245.0,0.3965435442694556,1,0,0
800,7688517232.0,6460014105.0,1.939592,780429775.7,81452885.66,1443706446.0,6460014103.0,5726778188.0,0.931864,762081922.8,78951897.98,1387086306.0,5726778187.0,0.012611,1.024076,1.031677,9.851645,94.392202,5.325541,1.040819,0.986412,5293196046.0,0.000189,256,32,4096,5324699458.0,0.5916467633242334,2,0,0
1000,1127505.367,632255.8971,1.053821,69873.17154,5413.587714,136305.6054,632254.8433,611498.1697,0.842297,69405.19515,5363.51081,134409.7168,611497.3274,0.016245,1.006743,1.009337,16.136456,208.273224,8.271893,1.014105,0.984358,683902.5035,0.000235,256,32,4096,687616.0639,0.5400630664352865,3,0,0
600,7630188611.0,7237666328.0,2.054782,2653896987.0,2058855358.0,1881009065.0,7237666326.0,7655858641.0,9.616808,2638760112.0,2028725940.0,1876381616.0,7655858631.0,0.004819,1.005736,1.014851,2.875088,3.706034,4.056434,1.002466,0.969965,5282830156.0,0.000135,256,32,4096,5350511794.0,1.2649563369974697,1,0,0
600,110666120.1,66910786.89,2.178338,45036259.71,49236718.28,15719285.22,66910784.71,62818803.03,1.734803,45144621.67,49714195.85,15754665.63,62818801.29,0.004086,0.9976,0.990396,2.457267,2.247634,7.04015,0.997754,0.91321,75919181.1,0.000133,256,32,4096,77754617.42,2.360549612231643,1,0,0
1000,8828727726.0,6060188513.0,1.698076,594586761.8,21141226.69,1251005934.0,6060188511.0,6691593392.0,0.814634,610225238.8,20931424.11,1298118706.0,6691593391.0,0.014468,0.974373,1.010023,14.84851,417.607164,7.057303,0.963707,0.987382,6475637528.0,0.000235,256,32,4096,6508067440.0,0.4983032566730747,3,0,0
1200,10111467141.0,7203704028.0,0.851455,1392952136.0,1062582146.0,1439645006.0,7203704027.0,7723335388.0,2.026402,1402037045.0,1067309974.0,1475401579.0,7723335386.0,0.00601,0.99352,0.99557,7.25902,9.515939,7.023584,0.975765,0.97873,6599724513.0,0.00028,256,32,4096,6791629535.0,2.825610864241581,3,0,0
400,900232.6297,636977.3847,1.838754,77481.07065,7970.463517,142819.88,636975.546,612927.4451,1.959149,77025.46044,7901.489341,141778.5524,612925.4859,0.029219,1.005915,1.008729,11.618743,112.946082,6.303273,1.007345,0.986655,674532.6076,8.6e-05,256,32,4096,675575.826,0.1544191428779768,1,0,0
1000,102114021.6,60989568.02,1.893109,6955820.634,423633.9916,13686468.62,60989566.13,60951032.52,1.004315,6962752.662,407347.6015,13718518.69,60951031.52,0.014666,0.999004,1.039982,14.68037,241.043032,7.460947,0.997664,0.986834,68897963.84,0.000286,256,32,4096,68945477.7,0.0689151218978346,3,0,0
600,9373277388.0,7659952513.0,2.307593,4777297689.0,5777293481.0,2446057352.0,7659952511.0,7762149308.0,1.03622,4786884136.0,5786864496.0,2456244935.0,7762149307.0,0.003264,0.997997,0.998346,1.962046,1.622434,3.831994,0.995852,0.947499,6220721439.0,0.000134,256,32,4096,8712012907.0,28.596048864875723,1,0,1
